Dotazník,Věk,Pohlaví,Kraj,Region,Velikost místa bydliště,Vzdělání,Praktikujete orální sex?,Druh sexu a oční kontakt
1053,23,Žena,Středočeský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,jinou
1054,39,Žena,Jihomoravský,Morava,5 001 až 20 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1055,35,Muž,Středočeský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1056,47,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1057,25,Muž,Ústecký,Čechy,Do 1000 obyvatel,ZŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1058,21,Žena,Středočeský,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1059,27,Žena,Středočeský,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt je důležitý
1060,42,Muž,Pardubický,Čechy,5 001 až 20 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1061,27,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
1062,40,Muž,Plzeňský,Čechy,Více než 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,orální sex – oční kontakt je důležitý
1063,55,Muž,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1064,45,Žena,Moravskoslezský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1065,54,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1066,55,Žena,Moravskoslezský,Morava,5 001 až 20 000 obyvatel,VŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
1067,55,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt není důležitý
1068,21,Muž,Liberecký,Čechy,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,anální styk – oční kontakt není důležitý
1069,58,Žena,Ústecký,Čechy,20 001 až 100 000 obyvatel,ZŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt je důležitý
1070,56,Muž,Ústecký,Čechy,20 001 až 100 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1071,23,Muž,Olomoucký,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,jinou
1072,43,Muž,Pardubický,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1073,49,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1074,39,Muž,Zlínský,Morava,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,orální sex – oční kontakt je důležitý
1075,62,Muž,Moravskoslezský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1076,49,Muž,Jihomoravský,Morava,Více než 100 000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1077,42,Žena,Královehradecký,Čechy,Do 1000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1078,56,Muž,Plzeňský,Čechy,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1079,46,Žena,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ne – neměl/a jsem vaginální/anální styk,jinou
1080,34,Žena,Zlínský,Morava,5 001 až 20 000 obyvatel,ZŠ,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
1081,63,Muž,Jihomoravský,Morava,Do 1000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1082,44,Muž,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1083,25,Žena,Plzeňský,Čechy,1 001 až 5 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
1084,57,Muž,Praha,Praha,Více než 100 000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt je důležitý
1085,59,Žena,Vysočina,Čechy,5 001 až 20 000 obyvatel,SŠ,ne – neměl/a jsem vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1086,25,Muž,Moravskoslezský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1087,39,Muž,Jihomoravský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,vaginální styk – oční kontakt je důležitý
1088,32,Žena,Středočeský,Čechy,Do 1000 obyvatel,VŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt není důležitý
1089,57,Muž,Královehradecký,Čechy,20 001 až 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,anální styk – oční kontakt není důležitý
1090,47,Muž,Středočeský,Čechy,20 001 až 100 000 obyvatel,VŠ,ano – spíše z vlastní iniciativy,anální styk – oční kontakt není důležitý
1091,26,Žena,Jihomoravský,Morava,1 001 až 5 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt je důležitý
1092,40,Muž,Moravskoslezský,Morava,Více než 100 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
1093,48,Muž,Liberecký,Čechy,Do 1000 obyvatel,SŠ,ano – spíše z vlastní iniciativy,anální styk – oční kontakt je důležitý
1094,42,Žena,Jihomoravský,Morava,Více než 100 000 obyvatel,SŠ,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
1095,47,Muž,Ústecký,Čechy,5 001 až 20 000 obyvatel,Vyučen/a,ano – spíše z vlastní iniciativy,orální sex – oční kontakt není důležitý
1096,56,Žena,Zlínský,Morava,20 001 až 100 000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt není důležitý
1097,35,Žena,Středočeský,Čechy,5 001 až 20 000 obyvatel,SŠ,ne – přestože jsem měl/a vaginální/anální styk,vaginální styk – oční kontakt není důležitý
1098,28,Muž,Středočeský,Čechy,Do 1000 obyvatel,Vyučen/a,ano – stejně z mé vlastní i partnerovy iniciativy,orální sex – oční kontakt není důležitý
1099,28,Žena,Zlínský,Morava,Do 1000 obyvatel,Vyučen/a,ano – spíše z iniciativy partnera,vaginální styk – oční kontakt je důležitý
1100,46,Žena,Praha,Praha,Více než 100 000 obyvatel,SŠ,ano – stejně z mé vlastní i partnerovy iniciativy,vaginální styk – oční kontakt je důležitý
